"V1","V5","V6","V7","V8"
2.635,673,676.5839,168001.8,550.3539
2.636,673,676.5906,168030.9,550.4188
2.637,673,676.5974,168060.1,550.4836
2.638,673,676.6041,168089.3,550.5485
2.639,673,676.6109,168118.5,550.6133
2.64,673,676.6176,168147.7,550.6783
2.641,673,676.6244,168176.9,550.7432
2.642,673,676.6311,168206.2,550.8082
2.643,673,676.6379,168235.5,550.8732
2.644,673,676.6447,168264.8,550.9383
2.645,673,676.6515,168294.2,551.0033
2.646,673,676.6582,168323.6,551.0684
2.647,673,676.665,168352.9,551.1336
2.648,673,676.6718,168382.4,551.1987
2.649,673,676.6786,168411.8,551.2639
2.65,673,676.6854,168441.3,551.3292
2.651,673,676.6922,168470.8,551.3944
2.652,673,676.699,168500.3,551.4597
2.653,673,676.7058,168529.8,551.525
2.654,673,676.7126,168559.4,551.5904
2.655,673,676.7195,168588.9,551.6557
2.656,673,676.7263,168618.6,551.7212
2.657,673,676.7331,168648.2,551.7866
2.658,673,676.74,168677.8,551.8521
2.659,673,676.7468,168707.5,551.9176
2.66,673,676.7536,168737.2,551.9831
2.661,673,676.7605,168766.9,552.0486
2.662,673,676.7673,168796.7,552.1142
2.663,673,676.7742,168826.5,552.1798
2.664,673,676.781,168856.2,552.2455
2.665,673,676.7879,168886.1,552.3111
2.666,673,676.7948,168915.9,552.3768
2.667,673,676.8016,168945.8,552.4426
2.668,673,676.8085,168975.7,552.5083
2.669,673,676.8154,169005.6,552.5741
2.67,673,676.8223,169035.5,552.6399
2.671,673,676.8292,169065.5,552.7058
2.672,673,676.8361,169095.4,552.7716
2.673,673,676.843,169125.4,552.8375
2.674,673,676.8499,169155.5,552.9035
2.675,673,676.8568,169185.5,552.9694
2.676,673,676.8637,169215.6,553.0354
2.677,673,676.8706,169245.7,553.1014
2.678,673,676.8775,169275.8,553.1675
2.679,673,676.8844,169305.9,553.2336
2.68,673,676.8914,169336.1,553.2997
2.681,673,676.8983,169366.3,553.3658
2.682,673,676.9052,169396.5,553.432
2.683,673,676.9122,169426.8,553.4982
2.684,673,676.9191,169457,553.5644
2.685,673,676.9261,169487.3,553.6307
2.686,673,676.933,169517.6,553.697
2.687,673,676.94,169548,553.7633
2.688,673,676.9469,169578.3,553.8296
2.689,673,676.9539,169608.7,553.896
2.69,673,676.9609,169639.1,553.9624
2.691,673,676.9678,169669.6,554.0289
2.692,673,676.9748,169700,554.0954
2.693,673,676.9818,169730.5,554.1619
2.694,673,676.9888,169761,554.2284
2.695,673,676.9958,169791.6,554.295
2.696,673,677.0028,169822.1,554.3616
2.697,673,677.0098,169852.7,554.4282
2.698,673,677.0168,169883.3,554.4948
2.699,673,677.0238,169914,554.5615
2.7,673,677.0308,169944.6,554.6282
2.701,673,677.0378,169975.3,554.695
2.702,673,677.0449,170006,554.7618
2.703,673,677.0519,170036.7,554.8286
2.704,673,677.0589,170067.5,554.8954
2.705,673,677.066,170098.3,554.9622
2.706,673,677.073,170129.1,555.0291
2.707,673,677.08,170159.9,555.096
2.708,673,677.0871,170190.7,555.1629
2.709,673,677.0941,170221.6,555.2299
2.71,673,677.1012,170252.5,555.2969
2.711,673,677.1083,170283.4,555.3639
2.712,673,677.1153,170314.3,555.4309
2.713,673,677.1224,170345.3,555.498
2.714,673,677.1295,170376.3,555.5651
2.715,673,677.1366,170407.3,555.6322
2.716,673,677.1436,170438.3,555.6993
2.717,673,677.1507,170469.3,555.7665
2.718,673,677.1578,170500.4,555.8337
2.719,673,677.1649,170531.5,555.9009
2.72,673,677.172,170562.6,555.9682
2.721,673,677.1791,170593.8,556.0355
2.722,673,677.1862,170625,556.1028
2.723,673,677.1933,170656.2,556.1701
2.724,673,677.2004,170687.4,556.2375
2.725,673,677.2076,170718.6,556.3049
2.726,673,677.2147,170749.9,556.3724
2.727,673,677.2218,170781.2,556.4398
2.728,673,677.229,170812.5,556.5073
2.729,673,677.2361,170843.9,556.5749
2.73,673,677.2432,170875.3,556.6424
2.731,673,677.2504,170906.7,556.71
2.732,673,677.2575,170938.1,556.7776
2.733,673,677.2647,170969.5,556.8453
2.734,673,677.2719,171001,556.9129
2.735,673,677.279,171032.5,556.9806
2.736,673,677.2862,171064,557.0483
2.737,673,677.2934,171095.5,557.1161
2.738,673,677.3005,171127.1,557.1838
2.739,673,677.3077,171158.7,557.2516
2.74,673,677.3149,171190.3,557.3194
2.741,673,677.3221,171221.9,557.3873
2.742,673,677.3293,171253.5,557.4551
2.743,673,677.3365,171285.2,557.523
2.744,673,677.3437,171316.9,557.5909
2.745,673,677.3509,171348.6,557.6588
2.746,673,677.3581,171380.3,557.7267
2.747,673,677.3653,171412.1,557.7947
2.748,673,677.3725,171443.9,557.8627
2.749,673,677.3797,171475.7,557.9307
2.75,673,677.3869,171507.5,557.9988
2.751,673,677.3942,171539.4,558.0668
2.752,673,677.4014,171571.2,558.1349
2.753,673,677.4086,171603.1,558.2031
2.754,673,677.4159,171635,558.2712
2.755,673,677.4231,171667,558.3394
2.756,673,677.4304,171699,558.4076
2.757,673,677.4376,171730.9,558.4758
2.758,673,677.4449,171763,558.5441
2.759,673,677.4521,171795,558.6123
2.76,673,677.4594,171827.1,558.6806
2.761,673,677.4666,171859.2,558.749
2.762,673,677.4739,171891.3,558.8173
2.763,673,677.4812,171923.4,558.8857
2.764,673,677.4885,171955.6,558.9542
2.765,673,677.4958,171987.8,559.0226
2.766,673,677.5031,172020,559.0911
2.767,673,677.5103,172052.2,559.1596
2.768,673,677.5176,172084.5,559.2281
2.769,673,677.5249,172116.8,559.2967
2.77,673,677.5323,172149.1,559.3652
2.771,673,677.5396,172181.4,559.4338
2.772,673,677.5469,172213.7,559.5025
2.773,673,677.5542,172246.1,559.5711
2.774,673,677.5615,172278.5,559.6398
2.775,673,677.5688,172310.9,559.7085
2.776,673,677.5762,172343.4,559.7772
2.777,673,677.5835,172375.9,559.8459
2.778,673,677.5908,172408.3,559.9147
2.779,673,677.5982,172440.8,559.9835
2.78,673,677.6055,172473.4,560.0523
2.781,673,677.6129,172505.9,560.1211
2.782,673,677.6202,172538.5,560.19
2.783,673,677.6276,172571.1,560.2588
2.784,673,677.6349,172603.7,560.3277
2.785,673,677.6423,172636.4,560.3966
2.786,673,677.6497,172669,560.4656
2.787,673,677.657,172701.7,560.5345
2.788,673,677.6644,172734.4,560.6035
2.789,673,677.6718,172767.2,560.6725
2.79,673,677.6792,172799.9,560.7415
2.791,673,677.6865,172832.7,560.8106
2.792,673,677.6939,172865.5,560.8797
2.793,673,677.7013,172898.3,560.9488
2.794,673,677.7087,172931.2,561.0179
2.795,673,677.7161,172964.1,561.087
2.796,673,677.7235,172997,561.1562
2.797,673,677.731,173029.9,561.2254
2.798,673,677.7384,173062.8,561.2946
2.799,673,677.7458,173095.8,561.3639
2.8,673,677.7532,173128.8,561.4332
2.801,673,677.7606,173161.8,561.5025
2.802,673,677.7681,173194.9,561.5718
2.803,673,677.7755,173227.9,561.6411
2.804,673,677.7829,173261,561.7105
2.805,673,677.7904,173294.1,561.7799
2.806,673,677.7978,173327.3,561.8493
2.807,673,677.8053,173360.4,561.9187
2.808,673,677.8127,173393.6,561.9882
2.809,673,677.8202,173426.8,562.0577
2.81,673,677.8276,173460,562.1272
2.811,673,677.8351,173493.3,562.1967
2.812,673,677.8426,173526.5,562.2663
2.813,673,677.85,173559.8,562.3358
2.814,673,677.8575,173593.2,562.4054
2.815,673,677.865,173626.5,562.475
2.816,673,677.8725,173659.9,562.5447
2.817,673,677.88,173693.2,562.6143
2.818,673,677.8875,173726.6,562.684
2.819,673,677.895,173760.1,562.7537
2.82,673,677.9025,173793.5,562.8234
2.821,673,677.91,173827,562.8931
2.822,673,677.9175,173860.5,562.9629
2.823,673,677.925,173894,563.0326
2.824,673,677.9325,173927.5,563.1024
2.825,673,677.94,173961.1,563.1722
2.826,673,677.9475,173994.6,563.2419
2.827,673,677.955,174028.2,563.3117
2.828,673,677.9625,174061.8,563.3816
2.829,673,677.9701,174095.4,563.4514
2.83,673,677.9776,174129.1,563.5213
2.831,673,677.9851,174162.8,563.5912
2.832,673,677.9927,174196.5,563.6612
2.833,673,678.0002,174230.3,563.7312
2.834,673,678.0078,174264.1,563.8013
2.835,673,678.0154,174297.9,563.8715
2.836,673,678.0229,174331.8,563.9416
2.837,673,678.0305,174365.7,564.0119
2.838,673,678.0381,174399.6,564.0821
2.839,673,678.0457,174433.6,564.1523
2.84,673,678.0533,174467.5,564.2226
2.841,673,678.0609,174501.5,564.2928
2.842,673,678.0684,174535.5,564.3631
2.843,673,678.076,174569.5,564.4333
2.844,673,678.0836,174603.5,564.5035
2.845,673,678.0912,174637.4,564.5736
2.846,673,678.0988,174671.4,564.6437
2.847,673,678.1063,174705.3,564.7137
2.848,673,678.1139,174739.2,564.7837
2.849,673,678.1215,174773.1,564.8535
2.85,673,678.129,174807,564.9233
2.851,673,678.1365,174840.8,564.993
2.852,673,678.1441,174874.6,565.0626
2.853,673,678.1516,174908.4,565.1321
2.854,673,678.1591,174942.1,565.2015
2.855,673,678.1666,174975.8,565.2708
2.856,673,678.1741,175009.4,565.34
2.857,673,678.1816,175043.1,565.4091
2.858,673,678.1891,175076.6,565.4781
2.859,673,678.1966,175110.2,565.547
2.86,673,678.204,175143.7,565.6158
2.861,673,678.2115,175177.2,565.6845
2.862,673,678.2189,175210.6,565.7532
2.863,673,678.2263,175244.1,565.8217
2.864,673,678.2338,175277.5,565.8902
2.865,673,678.2412,175310.8,565.9586
2.866,673,678.2486,175344.2,566.0269
2.867,673,678.256,175377.5,566.0951
2.868,673,678.2634,175410.8,566.1633
2.869,673,678.2708,175444.1,566.2314
2.87,673,678.2782,175477.3,566.2994
2.871,673,678.2856,175510.6,566.3674
2.872,673,678.293,175543.8,566.4353
2.873,673,678.3003,175577,566.5032
2.874,673,678.3077,175610.2,566.571
2.875,673,678.3151,175643.4,566.6387
2.876,673,678.3224,175676.5,566.7064
2.877,673,678.3298,175709.7,566.774
2.878,673,678.3371,175742.8,566.8415
2.879,673,678.3445,175775.9,566.909
2.88,673,678.3518,175809,566.9764
2.881,673,678.3591,175842,567.0438
2.882,673,678.3665,175875.1,567.1111
2.883,673,678.3738,175908.1,567.1783
2.884,673,678.3811,175941.1,567.2455
2.885,673,678.3884,175974,567.3125
2.886,673,678.3957,176007,567.3795
2.887,673,678.403,176039.9,567.4465
2.888,673,678.4103,176072.8,567.5133
2.889,673,678.4175,176105.6,567.58
2.89,673,678.4248,176138.5,567.6467
2.891,673,678.4321,176171.2,567.7133
2.892,673,678.4393,176204,567.7797
2.893,673,678.4466,176236.7,567.8461
2.894,673,678.4538,176269.4,567.9124
2.895,673,678.461,176302.1,567.9786
2.896,673,678.4682,176334.7,568.0447
2.897,673,678.4754,176367.3,568.1107
2.898,673,678.4826,176399.8,568.1767
2.899,673,678.4898,176432.4,568.2425
2.9,673,678.497,176464.8,568.3082
2.901,673,678.5042,176497.3,568.3738
2.902,673,678.5113,176529.7,568.4393
2.903,673,678.5185,176562,568.5047
2.904,673,678.5256,176594.3,568.57
2.905,673,678.5327,176626.6,568.6352
2.906,673,678.5398,176658.9,568.7003
2.907,673,678.547,176691.1,568.7653
2.908,673,678.5541,176723.2,568.8302
2.909,673,678.5611,176755.3,568.895
2.91,673,678.5682,176787.4,568.9597
2.911,673,678.5753,176819.4,569.0242
2.912,673,678.5823,176851.4,569.0887
2.913,673,678.5894,176883.4,569.153
2.914,673,678.5964,176915.3,569.2173
2.915,673,678.6034,176947.1,569.2814
2.916,673,678.6105,176978.9,569.3454
2.917,673,678.6175,177010.7,569.4093
2.918,673,678.6244,177042.4,569.4731
2.919,673,678.6314,177074.1,569.5368
2.92,673,678.6384,177105.8,569.6004
2.921,673,678.6454,177137.4,569.6639
2.922,673,678.6523,177168.9,569.7272
2.923,673,678.6592,177200.4,569.7905
2.924,673,678.6662,177231.9,569.8536
2.925,673,678.6731,177263.3,569.9167
2.926,673,678.68,177294.7,569.9796
2.927,673,678.6869,177326.1,570.0424
2.928,673,678.6938,177357.4,570.1052
2.929,673,678.7006,177388.6,570.1678
2.93,673,678.7075,177419.8,570.2303
2.931,673,678.7144,177451,570.2927
2.932,673,678.7212,177482.1,570.355
2.933,673,678.728,177513.2,570.4172
2.934,673,678.7349,177544.3,570.4793
2.935,673,678.7417,177575.3,570.5413
2.936,673,678.7485,177606.3,570.6032
2.937,673,678.7553,177637.2,570.665
2.938,673,678.7621,177668.1,570.7266
2.939,673,678.7688,177698.9,570.7882
2.94,673,678.7756,177729.7,570.8496
2.941,673,678.7823,177760.4,570.911
2.942,673,678.7891,177791.1,570.9722
2.943,673,678.7958,177821.8,571.0334
2.944,673,678.8025,177852.4,571.0944
2.945,673,678.8092,177883,571.1553
2.946,673,678.8159,177913.5,571.2161
2.947,673,678.8226,177944,571.2768
2.948,673,678.8293,177974.4,571.3373
2.949,673,678.8359,178004.8,571.3978
2.95,673,678.8426,178035.1,571.4582
2.951,673,678.8492,178065.4,571.5184
2.952,673,678.8559,178095.7,571.5785
2.953,673,678.8625,178125.9,571.6385
2.954,673,678.8691,178156,571.6984
2.955,673,678.8757,178186.1,571.7582
2.956,673,678.8823,178216.2,571.8179
2.957,673,678.8888,178246.2,571.8775
2.958,673,678.8954,178276.2,571.9369
2.959,673,678.9019,178306.1,571.9964
2.96,673,678.9085,178336.1,572.0558
2.961,673,678.9151,178366.1,572.1152
2.962,673,678.9216,178396.1,572.1747
2.963,673,678.9282,178426.3,572.2344
2.964,673,678.9349,178456.6,572.2944
2.965,673,678.9415,178487.1,572.3548
2.966,673,678.9483,178517.9,572.4157
2.967,673,678.955,178548.9,572.4771
2.968,673,678.9619,178580.2,572.539
2.969,673,678.9688,178611.8,572.6014
2.97,673,678.9757,178643.5,572.6641
2.971,673,678.9827,178675.5,572.7273
2.972,673,678.9897,178707.7,572.7909
2.973,673,678.9968,178740.2,572.855
2.974,673,679.004,178772.9,572.9196
2.975,673,679.0112,178805.8,572.9845
2.976,673,679.0184,178838.9,573.0498
2.977,673,679.0256,178872.1,573.1153
2.978,673,679.0329,178905.4,573.1809
2.979,673,679.0402,178938.8,573.2467
2.98,673,679.0475,178972.3,573.3125
2.981,673,679.0548,179005.8,573.3785
2.982,673,679.0621,179039.3,573.4444
2.983,673,679.0694,179072.8,573.5104
2.984,673,679.0767,179106.3,573.5763
2.985,673,679.084,179139.8,573.642
2.986,673,679.0913,179173.2,573.7077
2.987,673,679.0986,179206.6,573.7733
2.988,673,679.1058,179239.9,573.8387
2.989,673,679.1131,179273.2,573.9041
2.99,673,679.1203,179306.5,573.9693
2.991,673,679.1276,179339.7,574.0344
2.992,673,679.1348,179372.8,574.0994
2.993,673,679.142,179405.9,574.1642
2.994,673,679.1492,179438.9,574.2289
2.995,673,679.1563,179471.9,574.2935
2.996,673,679.1635,179504.8,574.358
2.997,673,679.1707,179537.8,574.4225
2.998,673,679.1778,179570.7,574.4869
2.999,673,679.185,179603.6,574.5513
3,673,679.1921,179636.5,574.6156
3.05,673,679.6126,181580.2,578.3757
3.1,673,680.2048,184350.5,583.6018
3.15,673,681.5141,190613.2,594.8741
3.2,673,683.1851,198892,608.7179
3.25,673,684.7956,207186.7,621.5101
3.3,673,686.2852,215143.9,632.8801
3.35,673,687.6874,222894.4,643.1949
3.4,673,689.0254,230532.2,652.6985
3.45,673,690.3106,238098.8,661.5274
3.5,673,691.5549,245646,669.8052
3.55,673,692.7595,253164.9,677.5728
3.6,673,693.9209,260618.6,684.8412
3.65,673,695.0439,268022,691.6697
3.7,673,696.1228,275319.4,698.0492
3.75,673,697.1606,282515.9,704.0251
3.8,673,698.1498,289539.4,709.5773
3.85,673,699.0916,296378.8,714.7368
3.9,673,699.9797,302968,719.4921
3.95,673,700.8487,309548.7,724.0437
4,673,701.8425,317238.4,729.1282
4.05,673,702.8031,324841.6,733.924
4.1,673,703.7219,332275.1,738.4052
4.15,673,704.6103,339614.6,742.6413
4.2,673,705.4339,346556.4,746.4865
4.25,673,706.1894,353041.4,749.9449
4.3,673,706.9012,359257.1,753.1451
4.35,673.0001,707.6056,365510.1,756.257
4.4,673.0001,708.2309,371148,758.9749
4.45,673.0001,708.7628,376010,761.2547
4.5,673.0001,709.2395,380419.6,763.2731
4.55,673.0001,709.663,384379.6,765.0471
4.6,673.0001,710.003,387589.5,766.4591
4.65,673.0001,710.2527,389966.7,767.4903
4.7,673.0001,710.4323,391688.5,768.2296
4.75,673.0001,710.5558,392881.4,768.7381
4.8,673.0001,710.652,393815.7,769.1344
4.85,673.0001,710.7354,394629.9,769.4783
4.9,673.0001,710.8219,395475.5,769.834
4.95,673.0001,710.9178,396412.8,770.2265
5,673.0001,711.0278,397489.2,770.6749
5.05,673.0001,711.1519,398704.5,771.1783
5.1,673.0001,711.2896,400056,771.7346
5.15,673.0001,711.4386,401521.2,772.3335
5.2,673.0001,711.5964,403078.6,772.9654
5.25,673.0001,711.7611,404709.9,773.6222
5.3,673.0001,711.9302,406390,774.2932
5.35,673.0001,712.1021,408105,774.9724
5.4,673.0001,712.2757,409843.7,775.6554
5.45,673.0002,712.4495,411592.2,776.3365
5.5,673.0002,712.623,413345.2,777.0136
5.55,673.0002,712.7963,415102.8,777.6867
5.6,673.0003,712.9683,416855.5,778.3522
5.65,673.0004,713.1395,418607.1,779.0117
5.7,673.0006,713.3098,420358.4,779.6653
5.75,673.0008,713.4792,422107.9,780.3126
5.8,673.0011,713.6474,423854.2,780.9529
5.85,673.0015,713.8153,425606.8,781.5896
5.9,673.0021,713.982,427356.3,782.2191
5.95,673.0029,714.148,429109.3,782.8437
6,673.004,714.3131,430865.3,783.4628
6.05,673.0056,714.4775,432626.6,784.0769
6.1,673.0076,714.6402,434385,784.6827
6.15,673.0103,714.8023,436153.9,785.2843
6.2,673.0139,714.9626,437922.3,785.8772
6.25,673.0186,715.1212,439695.5,786.4625
6.3,673.0247,715.2774,441468.2,787.0375
6.35,673.0326,715.432,443252.4,787.6052
6.4,673.0426,715.5828,445029.5,788.1582
6.45,673.0553,715.7307,446813.8,788.6999
6.5,673.0713,715.8779,448634.1,789.238
6.55,673.0934,716.0898,451235.5,790.0047
6.6,673.1284,716.462,455754.1,791.3329
6.65,673.1866,717.0462,462918.3,793.3849
6.7,673.2807,717.8207,472697.7,796.0515
6.75,673.427,718.7454,484878.5,799.1533
6.8,673.6451,719.7785,499209.1,802.5014
6.85,673.9516,720.8617,515114.7,805.8526
6.9,674.3602,721.9574,532113.5,809.0289
6.95,674.8778,723.0399,549679.2,811.8847
7,675.4826,724.0592,566673.7,814.2277
7.05,676.1151,724.9419,581404.9,815.8696
7.1,676.4737,725.1833,585952.9,815.9642
7.15,676.5131,724.7258,580060.1,814.6462
7.2,676.5141,724.2011,573237.2,813.1959
7.25,676.6444,724.1797,573849.4,813.1071
7.3,676.9991,724.2995,576978.2,813.0963
7.35,677.2834,724.2206,576660.4,812.4172
7.4,677.4745,723.9838,573847.8,811.3703
7.45,677.7221,723.8532,572215.3,810.4118
7.5,678.0359,723.8617,571966.6,809.5473
7.55,678.3216,723.8485,571083.5,808.5727
7.6,678.57,723.7914,569432.4,807.4934
7.65,678.8302,723.7866,568084.6,806.4108
7.7,679.0977,723.8297,566975.8,805.3193
7.75,679.3475,723.8716,565601.6,804.1796
7.8,679.587,723.9299,564141.7,803.009
7.85,679.8225,724.024,562757.9,801.8203
7.9,680.0464,724.1371,561306.6,800.6045
7.95,680.2573,724.2665,559779,799.3638
8,680.4587,724.4242,558263.7,798.1039
8.05,680.6467,724.5992,556692.5,796.8235
8.1,680.822,724.7925,555081.4,795.5245
8.15,680.9861,725.0107,553479.9,794.2109
8.2,681.1362,725.2389,551809.4,792.8812
8.25,681.2756,725.4902,550155.2,791.5398
8.3,681.4027,725.7534,548466.4,790.1868
8.35,681.5183,726.0274,546748.6,788.8234
8.4,681.6245,726.3206,545055.2,787.4529
8.45,681.7196,726.6136,543300.6,786.0738
8.5,681.8069,726.9256,541587.7,784.6904
8.55,681.8853,727.2397,539845.1,783.3015
8.6,681.9562,727.5608,538105.6,781.9093
8.65,682.0207,727.8905,536382.7,780.5146
8.7,682.0786,728.2179,534637.3,779.1174
8.75,682.1315,728.5537,532920.8,777.7197
8.8,682.1793,728.8854,531186.6,776.3207
8.85,682.2231,729.2227,529480.3,774.9223
8.9,682.263,729.5559,527765.2,773.5238
8.95,682.2999,729.8927,526076.3,772.1268
9,682.3338,730.2277,524393.7,770.7306
9.05,682.3653,730.5617,522722.8,769.3363
9.1,682.3948,730.8973,521072.6,767.9436
9.15,682.4223,731.2282,519420.7,766.5529
9.2,682.4483,731.5623,517794.6,765.1646
9.25,682.4727,731.8924,516166.3,763.7783
9.3,682.496,732.2263,514561.7,762.3948
9.35,682.5182,732.5585,512957.7,761.0135
9.4,682.5395,732.8954,511374.8,759.6352
9.45,682.5599,733.233,509794.4,758.2592
9.5,682.5796,733.5769,508233.8,756.8863
9.55,682.5986,733.9229,506674.8,755.5159
9.6,682.617,734.2757,505131.6,754.1486
9.65,682.6348,734.6328,503594,752.7838
9.7,682.6522,734.9937,502060.8,751.4221
9.75,682.6691,735.3613,500539.4,750.063
9.8,682.6855,735.7306,499016.3,748.7069
9.85,682.7016,736.1071,497507.9,747.3536
9.9,682.7173,736.4844,495997.1,746.0031
9.95,682.7327,736.868,494501.3,744.6555
10,682.7477,737.2518,493004.9,743.3106
10.05,682.7625,737.6405,491522.5,741.9686
10.1,682.7771,738.0292,490042.4,740.6293
10.15,682.7914,738.4209,488574.7,739.2929
10.2,682.8055,738.8124,487111.9,737.9591
10.25,682.8194,739.2055,485660.7,736.6283
10.3,682.8331,739.5979,484215.7,735.3
10.35,682.8467,739.991,482782.3,733.9746
10.4,682.86,740.3826,481355.4,732.6517
10.45,682.8733,740.7745,479940.7,731.3318
10.5,682.8864,741.1641,478532.2,730.0142
10.55,682.8994,741.5539,477136.7,728.6996
10.6,682.9122,741.9408,475746.8,727.3873
10.65,682.9249,742.3278,474370.7,726.0779
10.7,682.9375,742.7114,472999.8,724.7709
10.75,682.95,743.0952,471643,723.4666
10.8,682.9624,743.4752,470290.9,722.1647
10.85,682.9747,743.8553,468953.1,720.8655
10.9,682.9869,744.2316,467620,719.5687
10.95,682.999,744.608,466300.9,718.2745
11,683.0109,744.9805,464986.4,716.9826
11.05,683.0228,745.353,463685.7,715.6934
11.1,683.0346,745.7217,462389.5,714.4065
11.15,683.0463,746.0903,461106.8,713.1221
11.2,683.0579,746.4551,459828.7,711.84
11.25,683.0694,746.8199,458563.7,710.5604
11.3,683.0809,747.1809,457303.2,709.2831
11.35,683.0922,747.5419,456055.5,708.0082
11.4,683.1034,747.8992,454812.4,706.7356
11.45,683.1146,748.2563,453581.5,705.4654
11.5,683.1257,748.6099,452355.6,704.1974
11.55,683.1367,748.9631,451141.1,702.9318
11.6,683.1476,749.3132,449932.1,701.6683
11.65,683.1585,749.6625,448733.7,700.4072
11.7,683.1692,750.009,447541.3,699.1483
11.75,683.1799,750.3545,446358.6,697.8916
11.8,683.1905,750.6975,445182.5,696.6371
11.85,683.201,751.0391,444015.4,695.3849
11.9,683.2115,751.3785,442855.2,694.1348
11.95,683.2218,751.7164,441703.6,692.8869
12,683.2321,752.0521,440558.9,691.641
12.05,683.2424,752.3864,439422.7,690.3974
12.1,683.2525,752.7183,438293.2,689.1559
12.15,683.2626,753.049,437172.4,687.9164
12.2,683.2726,753.377,436057.5,686.6791
12.25,683.2826,753.7043,434952.3,685.4438
12.3,683.2925,754.0282,433851.7,684.2107
12.35,683.3023,754.3521,432761.6,682.9795
12.4,683.3121,754.672,431675.2,681.7504
12.45,683.3218,754.9919,430599.4,680.5233
12.5,683.3314,755.3081,429527.8,679.2983
12.55,683.341,755.6235,428465,678.0752
12.6,683.3505,755.9367,427409,676.8541
12.65,683.3599,756.2477,426359.5,675.635
12.7,683.3694,756.5576,425318.6,674.4179
12.75,683.3787,756.8648,424283.1,673.2026
12.8,683.388,757.1708,423256.1,671.9894
12.85,683.3973,757.4742,422234.8,670.778
12.9,683.4065,757.7762,421221.4,669.5686
12.95,683.4156,758.0756,420213.9,668.361
13,683.4248,758.3737,419214.5,667.1554
13.05,683.4338,758.6689,418220.6,665.9516
13.1,683.4429,758.9632,417235.4,664.7497
13.15,683.4519,759.2539,416255,663.5497
13.2,683.4608,759.544,415283.9,662.3514
13.25,683.4698,759.8302,414317.5,661.1551
13.3,683.4787,760.1149,413359.7,659.9605
13.35,683.4876,760.397,412409.2,658.7679
13.4,683.4965,760.6764,411465.9,657.5769
13.45,683.5054,760.9535,410531.7,656.3878
13.5,683.5143,761.2272,409605,655.2005
13.55,683.5233,761.4983,408688.1,654.015
13.6,683.5323,761.7652,407779.6,652.8312
13.65,683.5414,762.0292,406882.6,651.6492
13.7,683.5505,762.2882,405994.9,650.4691
13.75,683.5599,762.5439,405121,649.2906
13.8,683.5693,762.7934,404257.6,648.114
13.85,683.579,763.0386,403409.9,646.9391
13.9,683.5889,763.2776,402576.2,645.7661
13.95,683.5992,763.5106,401758.7,644.5947
14,683.6097,763.7377,400959.3,643.4253
14.05,683.6206,763.9576,400177,642.2575
14.1,683.6319,764.1711,399414.6,641.0917
14.15,683.6436,764.3768,398670.1,639.9276
14.2,683.6558,764.5762,397946.3,638.7652
14.25,683.6685,764.7677,397239.4,637.6048
14.3,683.6817,764.9535,396552.6,636.4461
14.35,683.6954,765.132,395880.6,635.2893
14.4,683.7095,765.3051,395225,634.1342
14.45,683.7242,765.4734,394583.9,632.9811
14.5,683.7393,765.6368,393954.3,631.8296
14.55,683.7549,765.7966,393336.3,630.6801
14.6,683.771,765.9526,392726.1,629.5323
14.65,683.7876,766.1064,392125,628.3863
14.7,683.8046,766.2568,391528.2,627.2422
14.75,683.8222,766.406,390938.9,626.0999
14.8,683.8402,766.5523,390352.1,624.9595
14.85,683.8588,766.6971,389770.1,623.8208
14.9,683.878,766.8405,389192.5,622.6841
14.95,683.8978,766.982,388617.6,621.5493
15,683.9182,767.1223,388047.1,620.4164
15.05,683.9394,767.2604,387478.5,619.2854
15.1,683.9613,767.3977,386914.9,618.1564
15.15,683.984,767.5324,386352.2,617.0295
15.2,684.0077,767.6662,385794.3,615.9045
15.25,684.0322,767.798,385238.8,614.7816
15.3,684.0577,767.9282,384686.7,613.6608
15.35,684.0844,768.0571,384138.6,612.5421
15.4,684.1121,768.1838,383592.7,611.4256
15.45,684.1411,768.3094,383051.6,610.3113
15.5,684.1712,768.4325,382512,609.1993
15.55,684.2028,768.5545,381977.5,608.0895
15.6,684.2358,768.6741,381444.9,606.9821
15.65,684.2703,768.792,380916.4,605.877
15.7,684.3064,768.9084,380392.1,604.7745
15.75,684.3442,769.0224,379870.4,603.6744
15.8,684.3837,769.1351,379353.8,602.5768
15.85,684.425,769.2451,378839.1,601.4819
15.9,684.4684,769.3538,378329.8,600.3896
15.95,684.5136,769.4597,377822.8,599.3001
16,684.561,769.5638,377320.1,598.2133
16.05,684.6107,769.666,376822.1,597.1294
16.1,684.6625,769.7657,376327.2,596.0484
16.15,684.7169,769.8638,375837.5,594.9704
16.2,684.7735,769.959,375350.4,593.8955
16.25,684.8329,770.0525,374869,592.8238
16.3,684.8947,770.1431,374390.3,591.7553
16.35,684.9593,770.2317,373916.4,590.69
16.4,685.0268,770.3181,373447.6,589.6282
16.45,685.0972,770.4018,372982.3,588.5699
16.5,685.1706,770.4835,372522.8,587.5151
16.55,685.247,770.5621,372066.1,586.464
16.6,685.3266,770.6388,371615.4,585.4167
16.65,685.4094,770.7126,371168.4,584.3731
16.7,685.4954,770.7839,370726.3,583.3335
16.75,685.585,770.8529,370289.9,582.2981
16.8,685.6779,770.9189,369857.2,581.2667
16.85,685.7744,770.9829,369430.9,580.2396
