"V1","V5","V6","V7","V8"
16.9,685.8743,771.0435,369007.8,579.2168
16.95,685.978,771.1018,368590.6,578.1985
17,686.0854,771.1574,368178.5,577.1848
17.05,686.1964,771.2102,367771.2,576.1758
17.1,686.3113,771.2606,367370.1,575.1716
17.15,686.4299,771.3078,366973,574.1723
17.2,686.5525,771.3527,366582.5,573.1781
17.25,686.6788,771.3944,366196,572.189
17.3,686.809,771.4334,365815.3,571.2052
17.35,686.9433,771.4699,365440.8,570.2269
17.4,687.0813,771.5033,365070.9,569.254
17.45,687.2235,771.5343,364707.8,568.287
17.5,687.3693,771.5621,364348.8,567.3256
17.55,687.5192,771.5873,363996.2,566.3702
17.6,687.673,771.6097,363649.2,565.4208
17.65,687.8306,771.6291,363307.5,564.4776
17.7,687.9922,771.6461,362972.6,563.5409
17.75,688.1574,771.66,362642.2,562.6105
17.8,688.3266,771.6715,362318.9,561.6868
17.85,688.4992,771.6798,362000.1,560.7698
17.9,688.6755,771.6855,361687.4,559.8595
17.95,688.8556,771.6888,361381.5,558.9566
18,689.039,771.689,361080.4,558.0605
18.05,689.2262,771.687,360786.5,557.1721
18.1,689.4163,771.6819,360497,556.2907
18.15,689.6097,771.6742,360213.8,555.417
18.2,689.8065,771.6642,359937.3,554.5512
18.25,690.0061,771.6514,359665.8,553.6931
18.3,690.2089,771.6364,359401.5,552.8432
18.35,690.4142,771.6185,359141.6,552.0012
18.4,690.6224,771.5985,358888.7,551.1676
18.45,690.833,771.5759,358641.1,550.3423
18.5,691.0459,771.5509,358399.1,549.5255
18.55,691.2614,771.5238,358164.3,548.7177
18.6,691.4787,771.4942,357933.9,547.9183
18.65,691.6983,771.4627,357710.7,547.1283
18.7,691.9193,771.4287,357492,546.347
18.75,692.142,771.3927,357279.3,545.5749
18.8,692.3664,771.355,357073.5,544.8124
18.85,692.5917,771.3151,356871.6,544.0588
18.9,692.8182,771.2732,356675.6,543.3148
18.95,693.0458,771.2295,356485.9,542.5808
19,693.274,771.1839,356301.4,541.8565
19.05,693.5028,771.1364,356122.5,541.142
19.1,693.7321,771.0873,355949.4,540.4378
19.15,693.9615,771.0364,355781.6,539.7436
19.2,694.1909,770.984,355619.3,539.0597
19.25,694.4201,770.9301,355462.4,538.3862
19.3,694.6489,770.8747,355310.9,537.7232
19.35,694.877,770.8179,355164.5,537.0707
19.4,695.1043,770.7599,355023.4,536.4288
19.45,695.3305,770.7006,354887.4,535.7976
19.5,695.5555,770.6402,354756.3,535.1773
19.55,695.7791,770.5788,354630.3,534.5677
19.6,696.0009,770.5164,354509,533.9691
19.65,696.2209,770.4531,354392.5,533.3814
19.7,696.4388,770.389,354280.7,532.8048
19.75,696.6545,770.3242,354173.4,532.2391
19.8,696.8677,770.2588,354070.6,531.6846
19.85,697.0783,770.1928,353972.2,531.1411
19.9,697.286,770.1264,353878,530.6088
19.95,697.4907,770.0595,353788,530.0876
20,697.6923,769.9924,353702.1,529.5776
20.05,697.8905,769.9251,353620.1,529.0787
20.1,698.0852,769.8577,353541.9,528.5909
20.15,698.2762,769.7902,353467.4,528.1142
20.2,698.4635,769.7228,353396.5,527.6487
20.25,698.6468,769.6554,353329.2,527.1941
20.3,698.8261,769.5883,353265.2,526.7506
20.35,699.0012,769.5214,353204.6,526.318
20.4,699.172,769.4548,353147,525.8964
20.45,699.3384,769.3886,353092.6,525.4856
20.5,699.5003,769.3229,353041,525.0856
20.55,699.6577,769.2578,352992.3,524.6963
20.6,699.8104,769.1933,352946.4,524.3176
20.65,699.9583,769.1294,352903,523.9494
20.7,700.1015,769.0662,352862.1,523.5916
20.75,700.2399,769.0039,352823.7,523.2442
20.8,700.3734,768.9423,352787.5,522.907
20.85,700.502,768.8817,352753.5,522.5799
20.9,700.6257,768.8219,352721.7,522.2628
20.95,700.7444,768.7632,352691.8,521.9555
21,700.8582,768.7054,352663.8,521.6579
21.05,700.9671,768.6488,352637.6,521.3699
21.1,701.071,768.5931,352613.1,521.0913
21.15,701.17,768.5387,352590.3,520.822
21.2,701.2642,768.4853,352569,520.5618
21.25,701.3535,768.4332,352549.1,520.3106
21.3,701.4379,768.3822,352530.6,520.0681
21.35,701.5177,768.3324,352513.4,519.8343
21.4,701.5927,768.2839,352497.4,519.609
21.45,701.663,768.2366,352482.6,519.3919
21.5,701.7288,768.1905,352468.8,519.183
21.55,701.7901,768.1457,352456.1,518.982
21.6,701.8469,768.1022,352444.3,518.7888
21.65,701.8994,768.0599,352433.3,518.6031
21.7,701.9476,768.0189,352423.3,518.4249
21.75,701.9916,767.9791,352413.9,518.2539
21.8,702.0315,767.9406,352405.3,518.0899
21.85,702.0675,767.9033,352397.4,517.9327
21.9,702.0995,767.8672,352390.1,517.7822
21.95,702.1277,767.8324,352383.4,517.6382
22,702.1522,767.7988,352377.2,517.5004
22.05,702.1731,767.7663,352371.5,517.3688
22.1,702.1906,767.7351,352366.3,517.2431
22.15,702.2046,767.7049,352361.5,517.1232
22.2,702.2154,767.6759,352357.1,517.0088
22.25,702.2229,767.6481,352353,516.8998
22.3,702.2274,767.6213,352349.3,516.7961
22.35,702.229,767.5955,352345.9,516.6973
22.4,702.2277,767.5708,352342.8,516.6035
22.45,702.2236,767.5471,352339.9,516.5143
22.5,702.2168,767.5244,352337.3,516.4296
22.55,702.2076,767.5027,352334.8,516.3494
22.6,702.1958,767.4819,352332.6,516.2733
22.65,702.1817,767.4619,352330.6,516.2013
22.7,702.1654,767.4429,352328.7,516.1332
22.75,702.1469,767.4247,352327,516.0688
22.8,702.1264,767.4074,352325.4,516.008
22.85,702.1038,767.3908,352323.9,515.9506
22.9,702.0794,767.375,352322.6,515.8966
22.95,702.0533,767.36,352321.3,515.8457
23,702.0254,767.3456,352320.2,515.7979
23.05,701.9958,767.3319,352319.1,515.753
23.1,701.9648,767.3189,352318.1,515.7108
23.15,701.9322,767.3066,352317.2,515.6713
23.2,701.8983,767.2948,352316.3,515.6343
23.25,701.8631,767.2836,352315.5,515.5998
23.3,701.8266,767.273,352314.7,515.5676
23.35,701.7889,767.2629,352314,515.5375
23.4,701.7502,767.2533,352313.3,515.5096
23.45,701.7103,767.2443,352312.7,515.4836
23.5,701.6695,767.2356,352312.1,515.4596
23.55,701.6278,767.2274,352311.5,515.4373
23.6,701.5852,767.2197,352310.9,515.4168
23.65,701.5418,767.2123,352310.4,515.3979
23.7,701.4976,767.2053,352309.9,515.3805
23.75,701.4527,767.1987,352309.4,515.3646
23.8,701.4071,767.1925,352308.9,515.3501
23.85,701.3609,767.1865,352308.5,515.3369
23.9,701.3141,767.1809,352308,515.3249
23.95,701.2667,767.1755,352307.6,515.3141
24,701.2189,767.1705,352307.2,515.3044
24.05,701.1706,767.1657,352306.7,515.2957
24.1,701.1218,767.1611,352306.3,515.2881
24.15,701.0727,767.1568,352305.9,515.2813
24.2,701.0231,767.1527,352305.5,515.2755
24.25,700.9733,767.1488,352305.1,515.2704
24.3,700.9231,767.1451,352304.7,515.2662
24.35,700.8726,767.1416,352304.4,515.2627
24.4,700.8219,767.1383,352304,515.2598
24.45,700.771,767.1351,352303.6,515.2576
24.5,700.7198,767.1321,352303.2,515.256
24.55,700.6684,767.1292,352302.9,515.255
24.6,700.6169,767.1265,352302.5,515.2545
24.65,700.5652,767.1239,352302.1,515.2545
24.7,700.5134,767.1214,352301.7,515.255
24.75,700.4614,767.119,352301.4,515.2559
24.8,700.4094,767.1167,352301,515.2572
24.85,700.3573,767.1145,352300.6,515.2589
24.9,700.305,767.1124,352300.3,515.261
24.95,700.2528,767.1104,352299.9,515.2633
25,700.2004,767.1085,352299.5,515.266
25.05,700.148,767.1066,352299.1,515.269
25.1,700.0956,767.1048,352298.8,515.2722
25.15,700.0432,767.1031,352298.4,515.2757
25.2,699.9908,767.1014,352298,515.2794
25.25,699.9383,767.0998,352297.6,515.2834
25.3,699.8859,767.0982,352297.3,515.2875
25.35,699.8335,767.0967,352296.9,515.2918
25.4,699.7811,767.0952,352296.5,515.2963
25.45,699.7287,767.0938,352296.1,515.301
25.5,699.6764,767.0924,352295.7,515.3058
25.55,699.6241,767.091,352295.4,515.3107
25.6,699.5718,767.0896,352295,515.3157
25.65,699.5196,767.0883,352294.6,515.3209
25.7,699.4674,767.087,352294.2,515.3261
25.75,699.4153,767.0858,352293.8,515.3315
25.8,699.3633,767.0845,352293.4,515.3369
25.85,699.3113,767.0833,352293,515.3425
25.9,699.2594,767.0821,352292.6,515.3481
25.95,699.2076,767.0809,352292.2,515.3537
26,699.1558,767.0797,352291.8,515.3595
26.05,699.1041,767.0786,352291.4,515.3652
26.1,699.0525,767.0774,352291,515.3711
26.15,699.0009,767.0763,352290.6,515.3769
26.2,698.9495,767.0751,352290.2,515.3829
26.25,698.8981,767.074,352289.8,515.3888
26.3,698.8469,767.0729,352289.4,515.3948
26.35,698.7957,767.0718,352289,515.4008
26.4,698.7446,767.0706,352288.6,515.4068
26.45,698.6936,767.0695,352288.1,515.4129
26.5,698.6427,767.0684,352287.7,515.419
26.55,698.5919,767.0673,352287.3,515.4251
26.6,698.5411,767.0663,352286.9,515.4312
26.65,698.4905,767.0652,352286.5,515.4373
26.7,698.44,767.0641,352286,515.4434
26.75,698.3896,767.063,352285.6,515.4496
26.8,698.3393,767.0619,352285.2,515.4557
26.85,698.2891,767.0608,352284.7,515.4619
26.9,698.239,767.0597,352284.3,515.468
26.95,698.189,767.0586,352283.9,515.4742
27,698.1391,767.0575,352283.4,515.4803
27.05,698.0893,767.0564,352283,515.4865
27.1,698.0396,767.0553,352282.5,515.4926
27.15,697.99,767.0542,352282.1,515.4988
27.2,697.9406,767.0531,352281.6,515.5049
27.25,697.8912,767.052,352281.2,515.511
27.3,697.842,767.0509,352280.7,515.5172
27.35,697.7929,767.0498,352280.3,515.5233
27.4,697.7439,767.0487,352279.8,515.5294
27.45,697.695,767.0476,352279.4,515.5355
27.5,697.6462,767.0465,352278.9,515.5416
27.55,697.5976,767.0453,352278.5,515.5477
27.6,697.5491,767.0442,352278,515.5537
27.65,697.5007,767.0431,352277.5,515.5598
27.7,697.4524,767.0419,352277,515.5658
27.75,697.4043,767.0408,352276.6,515.5719
27.8,697.3563,767.0397,352276.1,515.5779
27.85,697.3084,767.0385,352275.6,515.5839
27.9,697.2606,767.0374,352275.1,515.5899
27.95,697.213,767.0362,352274.7,515.5959
28,697.1655,767.035,352274.2,515.6018
28.05,697.1181,767.0339,352273.7,515.6078
28.1,697.0709,767.0327,352273.2,515.6137
28.15,697.0238,767.0315,352272.7,515.6196
28.2,696.9769,767.0303,352272.2,515.6255
28.25,696.9301,767.0291,352271.7,515.6314
28.3,696.8834,767.0279,352271.2,515.6373
28.35,696.8369,767.0267,352270.7,515.6431
28.4,696.7906,767.0255,352270.2,515.649
28.45,696.7444,767.0243,352269.7,515.6548
28.5,696.6983,767.0231,352269.2,515.6606
28.55,696.6524,767.0219,352268.7,515.6663
28.6,696.6067,767.0207,352268.2,515.6721
28.65,696.5611,767.0194,352267.7,515.6778
28.7,696.5157,767.0182,352267.2,515.6835
28.75,696.4705,767.017,352266.6,515.6892
28.8,696.4254,767.0157,352266.1,515.6949
28.85,696.3805,767.0144,352265.6,515.7006
28.9,696.3357,767.0132,352265.1,515.7062
28.95,696.2912,767.0119,352264.5,515.7118
29,696.2468,767.0106,352264,515.7174
29.05,696.2026,767.0093,352263.5,515.723
29.1,696.1586,767.0081,352262.9,515.7285
29.15,696.1148,767.0068,352262.4,515.734
29.2,696.0711,767.0055,352261.8,515.7395
29.25,696.0277,767.0042,352261.3,515.745
29.3,695.9844,767.0028,352260.7,515.7504
29.35,695.9413,767.0015,352260.2,515.7558
29.4,695.8985,767.0002,352259.6,515.7612
29.45,695.8558,766.9988,352259,515.7666
29.5,695.8133,766.9975,352258.5,515.7719
29.55,695.7711,766.9962,352257.9,515.7773
29.6,695.729,766.9948,352257.3,515.7825
29.65,695.6872,766.9934,352256.8,515.7878
29.7,695.6456,766.9921,352256.2,515.793
29.75,695.6042,766.9907,352255.6,515.7983
29.8,695.563,766.9893,352255,515.8034
29.85,695.522,766.9879,352254.4,515.8086
29.9,695.4813,766.9865,352253.8,515.8137
29.95,695.4408,766.9851,352253.3,515.8188
30,695.4005,766.9837,352252.7,515.8239
30.05,695.3604,766.9822,352252.1,515.8289
30.1,695.3206,766.9808,352251.5,515.8339
30.15,695.281,766.9794,352250.8,515.8389
30.2,695.2416,766.9779,352250.2,515.8438
30.25,695.2025,766.9765,352249.6,515.8488
30.3,695.1637,766.975,352249,515.8536
30.35,695.125,766.9735,352248.4,515.8585
30.4,695.0866,766.972,352247.8,515.8633
30.45,695.0485,766.9705,352247.1,515.8681
30.5,695.0106,766.9691,352246.5,515.8729
30.55,694.9729,766.9675,352245.9,515.8776
30.6,694.9355,766.966,352245.2,515.8823
30.65,694.8984,766.9645,352244.6,515.887
30.7,694.8615,766.963,352243.9,515.8916
30.75,694.8248,766.9614,352243.3,515.8962
30.8,694.7884,766.9599,352242.6,515.9008
30.85,694.7523,766.9583,352242,515.9053
30.9,694.7164,766.9568,352241.3,515.9098
30.95,694.6807,766.9552,352240.6,515.9143
31,694.6454,766.9536,352240,515.9188
31.05,694.6102,766.952,352239.3,515.9232
31.1,694.5754,766.9504,352238.6,515.9276
31.15,694.5408,766.9488,352237.9,515.9319
31.2,694.5064,766.9472,352237.2,515.9362
31.25,694.4723,766.9456,352236.6,515.9405
31.3,694.4385,766.944,352235.9,515.9447
31.35,694.4049,766.9423,352235.2,515.949
31.4,694.3716,766.9407,352234.5,515.9531
31.45,694.3385,766.939,352233.8,515.9573
31.5,694.3057,766.9374,352233.1,515.9614
31.55,694.2731,766.9357,352232.4,515.9655
31.6,694.2408,766.934,352231.6,515.9696
31.65,694.2088,766.9323,352230.9,515.9736
31.7,694.177,766.9307,352230.2,515.9776
31.75,694.1454,766.929,352229.5,515.9815
31.8,694.1141,766.9272,352228.7,515.9855
31.85,694.083,766.9255,352228,515.9894
31.9,694.0522,766.9238,352227.3,515.9932
31.95,694.0216,766.9221,352226.5,515.9971
32,693.9913,766.9203,352225.8,516.0009
32.05,693.9612,766.9186,352225.1,516.0047
32.1,693.9314,766.9168,352224.3,516.0084
32.15,693.9018,766.9151,352223.6,516.0121
32.2,693.8724,766.9133,352222.8,516.0158
32.25,693.8432,766.9115,352222,516.0195
32.3,693.8143,766.9097,352221.3,516.0231
32.35,693.7857,766.9079,352220.5,516.0267
32.4,693.7572,766.9061,352219.7,516.0303
32.45,693.729,766.9043,352219,516.0339
32.5,693.701,766.9025,352218.2,516.0374
32.55,693.6732,766.9007,352217.4,516.0409
32.6,693.6456,766.8989,352216.6,516.0443
32.65,693.6182,766.897,352215.8,516.0478
32.7,693.5911,766.8952,352215.1,516.0512
32.75,693.5642,766.8933,352214.3,516.0546
32.8,693.5374,766.8915,352213.5,516.058
32.85,693.5109,766.8896,352212.7,516.0613
32.9,693.4846,766.8877,352211.9,516.0646
32.95,693.4585,766.8859,352211.1,516.0679
33,693.4326,766.884,352210.3,516.0712
